name,id
Школа № 202,e71cd633caec0fb50ffb191afde42ef4
Школа №202,e71cd633caec0fb50ffb191afde42ef4
"№ 202, школа",e71cd633caec0fb50ffb191afde42ef4
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 97 Выборгского района Санкт-Петербурга,9856eb1ba05c534a8f1a88cc4619bd9f
ГБОУ СОШ №097,9856eb1ba05c534a8f1a88cc4619bd9f
ГОУ СОШ №097,9856eb1ba05c534a8f1a88cc4619bd9f
Школа № 97,9856eb1ba05c534a8f1a88cc4619bd9f
Школа №97,9856eb1ba05c534a8f1a88cc4619bd9f
"№ 97, школа",9856eb1ba05c534a8f1a88cc4619bd9f
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 109 Приморского района Санкт-Петербурга,093dcf127fbc8531e7cd0b24e30c8ed6
ГБОУ СОШ №109,093dcf127fbc8531e7cd0b24e30c8ed6
ГОУ СОШ №109,093dcf127fbc8531e7cd0b24e30c8ed6
Школа № 109,093dcf127fbc8531e7cd0b24e30c8ed6
Школа №109,093dcf127fbc8531e7cd0b24e30c8ed6
"№ 109, школа",093dcf127fbc8531e7cd0b24e30c8ed6
Государственное бюджетное общеобразовательное учреждение Гимназия №261 Кировского района Санкт-Петербурга,0cd43947510f6e8907f13a978fdaf501
ГБОУ гимназия №261,0cd43947510f6e8907f13a978fdaf501
ГОУ гимназия №261,0cd43947510f6e8907f13a978fdaf501
Гимназия № 261,0cd43947510f6e8907f13a978fdaf501
Гимназия №261,0cd43947510f6e8907f13a978fdaf501
"№ 261, гимназия",0cd43947510f6e8907f13a978fdaf501
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 596 с углубленным изучением французского языка Приморского района Санкт-Петербурга,79132d932f015fe152ba2da39aafca27
ГБОУ СОШ №596,79132d932f015fe152ba2da39aafca27
ГОУ СОШ №596,79132d932f015fe152ba2da39aafca27
Школа № 596,79132d932f015fe152ba2da39aafca27
Школа №596,79132d932f015fe152ba2da39aafca27
"№ 596, школа",79132d932f015fe152ba2da39aafca27
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 585 Кировского района Санкт-Петербурга,26c2504f400e111b23fe3ad2d98062d9
ГБОУ СОШ №585,26c2504f400e111b23fe3ad2d98062d9
ГОУ СОШ №585,26c2504f400e111b23fe3ad2d98062d9
Школа № 585,26c2504f400e111b23fe3ad2d98062d9
Школа №585,26c2504f400e111b23fe3ad2d98062d9
"№ 585, школа",26c2504f400e111b23fe3ad2d98062d9
Государственное бюджетное общеобразовательное учреждение общеобразовательная школа № 220 Калининского района Санкт-Петербурга,27ca814a820b4e243770af1c68a8ec5c
ГБОУ ОШ №220,27ca814a820b4e243770af1c68a8ec5c
Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 111 с углубленным изучением немецкого языка Калининского района Санкт-Петербурга,9873f4e12e4a52bfa7c07ee892748819
ГБОУ СОШ №111,9873f4e12e4a52bfa7c07ee892748819
Школа № 111,9873f4e12e4a52bfa7c07ee892748819
